Timestamp,SourceIP
07/07/2017 08:59,3.77367023045142
07/07/2017 09:06,4.06198354942672
07/07/2017 09:13,3.74341507723847
07/07/2017 09:20,4.2480205516232
07/07/2017 09:27,3.84512120878837
07/07/2017 09:34,4.20674452902607
07/07/2017 09:41,3.93748400258543
07/07/2017 09:48,3.97537366182188
07/07/2017 09:55,3.89207262145988
07/07/2017 10:02,4.02225810011527
07/07/2017 10:09,4.03525282930356
07/07/2017 10:16,3.75123980333118
07/07/2017 10:23,3.51642727682709
07/07/2017 10:30,3.6061384895955
07/07/2017 10:37,3.47156387865371
07/07/2017 10:44,3.39486610556634
07/07/2017 10:51,3.76348645687867
07/07/2017 10:58,4.07934558030937
07/07/2017 11:05,3.77466758847006
07/07/2017 11:12,3.58972151465637
07/07/2017 11:19,3.82222041301291
07/07/2017 11:26,3.99720549196154
07/07/2017 11:33,3.86791379726283
07/07/2017 11:40,4.37715972693692
07/07/2017 11:47,3.64704484289243
07/07/2017 11:54,3.70352259600385
07/07/2017 12:01,2.48116842993675
07/07/2017 12:08,3.47443766477157
07/07/2017 12:15,3.02161935631704
07/07/2017 12:22,3.3759930571049
07/07/2017 12:29,2.93596467519084
07/07/2017 12:36,3.06232415516166
07/07/2017 12:43,3.11260337590761
07/07/2017 12:50,2.64756435935947
07/07/2017 12:57,2.54875350513347
07/07/2017 13:04,3.87862993491967
07/07/2017 13:11,3.75443614749111
07/07/2017 13:18,3.26351375311942
07/07/2017 13:25,1.67184978831239
07/07/2017 13:32,1.11214220500993
07/07/2017 13:39,1.14721663889143
07/07/2017 13:46,1.972975653662
07/07/2017 13:53,3.86540781709276
07/07/2017 14:00,3.36642662334309
07/07/2017 14:07,3.34588944219739
07/07/2017 14:14,3.81110367244562
07/07/2017 14:21,3.54330182485116
07/07/2017 14:28,3.91767788905757
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
